Epoch , PRN , SvX , SvY , SvZ , Dtsv , Elevation , Atmospheric Correction , CN0, R , WlsX , WlsY , WlsZ, Wlsdtu , GTX, GTY, GTZ, Pseudorange Error Uncertainty, Pseudorange Error, DeltaDtu, Hat_DeltaDtu, Pseudorange Rate, WlsLon Degree, WlsLon Minute, WlsLon Second, WlsLat Degree, WlsLat Minute, WlsLat Second, Unit Geometry Matrix N, Unit Geometry Matrix E, Unit Geometry Vector D, Pseudorange Error plus DeltaDtu, Azimuth, Pseudorange Residuals, Smoothed Pseudorange Residuals, Heading of Smartphone N, Heading of Smartphone E, Heading of Smartphone D, Item of h, GtLon Degree, GtLon Minute, GtLon Second, GtLat Degree, GtLat Minute, GtLat Second, EkfLon Degree, EkfLon Minute, EkfLon Second, EkfLat Degree, EkfLat Minute, EkfLat Second, normGtLon, normGtLat, normEkfLon, normEkfLat
700 , 28 , 4667912.772907 , -19016073.405299 , 18591744.775585 , 173629.068629, 0.796139 , 7.556581 , 37.200000 , 21908781.719533, -2682386.357599, -4311683.839763, 3846577.158014, -752.554305, -2682352.493195, -4311619.987358, 3846530.880534, 2.997925, -34.051125, 31.907527, 31.907017, 266.785217, -121.000000, -53.000000, -11.705217, 37.000000, 19.000000, 45.899388, -0.294711, -0.634354, 0.714661, -65.958536, 1.135881, -20.116402, -22.850905, 0.576702, -0.557495, -0.597172, 0.381190, -121.000000, -53.000000, -11.907312, 37.000000, 19.000000, 46.124058, -121.000000, -53.000000, -11.861059, 37.000000, 19.000000, 46.197433, 0.698140, 0.298594, 0.698724, 0.299952
700 , 30 , 79034.392793 , -25717895.509306 , -6070227.782316 , -125768.601643, 0.311477 , 15.699817 , 27.700000 , 23877846.769260, -2682386.357599, -4311683.839763, 3846577.158014, -752.554305, -2682352.493195, -4311619.987358, 3846530.880534, 8.094396, 36.745679, 31.907527, 31.907017, 664.398682, -121.000000, -53.000000, -11.705217, 37.000000, 19.000000, 45.899388, 0.758763, -0.574767, 0.306465, 4.838193, 2.493306, -6.968904, -8.772260, 0.576702, -0.557495, -0.597172, 0.136270, -121.000000, -53.000000, -11.907312, 37.000000, 19.000000, 46.124058, -121.000000, -53.000000, -11.861059, 37.000000, 19.000000, 46.197433, 0.698140, 0.298594, 0.698724, 0.299952
701 , 1 , 14081343.579803 , -3886662.606449 , 21915718.906165 , 210752.264200, 0.147735 , 22.772960 , 26.000000 , 24440006.685458, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 10.492736, 1.900452, 51.973277, 51.972418, 546.799316, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, -0.809547, -0.568301, 0.147198, -50.072720, 0.612066, -6.477381, -6.548418, 0.697797, -0.712985, 0.068786, 0.210136, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 2 , -13495785.656586 , -19539018.974858 , -11192768.062937 , -179883.177385, 0.240146 , 18.496770 , 27.700000 , 24157927.772194, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 8.094396, -24.385126, 51.973277, 51.972418, -654.724426, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, 0.970143, 0.047453, 0.237844, -76.358341, -3.092718, -6.108917, -5.189267, 0.697797, -0.712985, 0.068786, 0.122968, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 6 , -6103341.833545 , -25771122.124108 , -1473316.851175 , 3364.149747, 0.603656 , 9.654201 , 37.500000 , 22368007.600095, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 2.997925, -28.408686, 51.973277, 51.972418, -564.357361, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, 0.731946, -0.376856, 0.567656, -80.381852, 2.666121, -17.136260, -15.860136, 0.697797, -0.712985, 0.068786, 0.221911, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 12 , -22654277.500681 , 7727922.185512 , 11100153.473931 , -10308.833852, 0.191934 , 19.311800 , 31.300000 , 24431857.730427, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 5.096472, 133.036659, 51.973277, 51.972418, -533.288513, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, -0.228045, 0.954781, 0.190757, 81.063579, -1.336343, -3.323174, -4.524235, 0.697797, -0.712985, 0.068786, 0.396675, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 13 , -22778502.450879 , -13504828.170381 , -2970334.352360 , 37749.848580, 0.471969 , 11.334865 , 30.800000 , 23088052.723847, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 5.696057, -28.268133, 51.973277, 51.972418, 580.182983, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, 0.717411, 0.527847, 0.454641, -80.241406, -2.507263, -11.456367, -11.228675, 0.697797, -0.712985, 0.068786, 0.007645, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 14 , 8269563.442680 , -20232418.948752 , 15063083.093199 , 27492.045532, 0.618257 , 9.197869 , 24.900000 , 22315161.692246, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 11.991698, 34.644623, 51.973277, 51.972418, 386.105865, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, -0.189306, -0.792596, 0.579616, -17.328624, 1.336345, -19.316754, -18.427182, 0.697797, -0.712985, 0.068786, 0.059976, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 15 , -26265796.814425 , -2579526.666864 , 3993912.145194 , -45813.427216, 0.382481 , 12.729881 , 32.900000 , 23692439.130637, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 4.796679, -20.524908, 51.973277, 51.972418, 404.922638, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, 0.276787, 0.885490, 0.373223, -72.498124, -1.873755, -8.478498, -9.078111, 0.697797, -0.712985, 0.068786, 0.122411, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 17 , -1340789.975610 , -16067165.778011 , 21532241.272546 , 130238.643099, 1.016985 , 6.374413 , 38.900000 , 21147508.135492, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 2.698132, -27.705830, 51.973277, 51.972418, 359.353119, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, -0.396644, -0.345367, 0.850526, -79.679162, 0.716402, -26.310240, -26.016493, 0.697797, -0.712985, 0.068786, -0.111189, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 19 , -10619684.932289 , -17335474.440821 , 16864375.554144 , -1929.906274, 1.515319 , 5.559672 , 35.500000 , 20053208.401279, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 3.597509, -27.902407, 51.973277, 51.972418, 10.133421, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, -0.055006, -0.006992, 0.998462, -79.876020, 0.126439, -29.516305, -29.232555, 0.697797, -0.712985, 0.068786, -0.678214, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 24 , -16275421.187355 , -1556511.980133 , 20744735.752521 , 13505.707072, 0.700779 , 8.064686 , 41.700000 , 21846865.485157, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 1.798755, -29.302679, 51.973277, 51.972418, -441.404114, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, -0.480361, 0.594533, 0.644813, -81.275908, -0.891218, -17.860044, -18.747655, 0.697797, -0.712985, 0.068786, 0.095156, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 28 , 4669788.584516 , -19017299.050971 , 18589985.997458 , 173629.068432, 0.796057 , 7.568725 , 38.000000 , 21909050.243484, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 2.997925, -28.950647, 51.973277, 51.972418, 267.547302, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, -0.294645, -0.634450, 0.714603, -80.923686, 1.136024, -22.971676, -22.309485, 0.697797, -0.712985, 0.068786, 0.478543, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
701 , 30 , 79524.644712 , -25717182.627833 , -6073236.090439 , -125768.603693, 0.311355 , 15.730233 , 24.900000 , 23878528.392215, -2682410.721764, -4311699.126557, 3846589.463093, -736.875517, -2682354.892781, -4311615.191132, 3846534.608021, 11.991698, 45.866681, 51.973277, 51.972418, 663.306641, -121.000000, -53.000000, -12.217524, 37.000000, 19.000000, 45.708308, 0.758819, -0.574755, 0.306349, -6.106559, 2.493351, -9.922014, -8.488311, 0.697797, -0.712985, 0.068786, 0.073982, -121.000000, -53.000000, -12.092988, 37.000000, 19.000000, 46.275372, -121.000000, -53.000000, -11.987126, 37.000000, 19.000000, 46.301573, 0.695796, 0.301396, 0.697132, 0.301881
702 , 2 , -13495945.227306 , -19540554.900999 , -11190046.280389 , -179883.179549, 0.240270 , 18.454452 , 29.500000 , 24157275.936761, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 6.295642, -5.417080, -0.910890, -0.910899, -655.550232, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, 0.970115, 0.047425, 0.237965, -4.506189, -3.092745, -5.125127, -4.273513, 0.693027, -0.534004, 0.484307, 0.272715, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
702 , 6 , -6103170.411584 , -25771353.847919 , -1470094.194147 , 3364.150597, 0.603783 , 9.637123 , 35.100000 , 22367450.205240, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 3.897302, -5.563871, -0.910890, -0.910899, -564.863464, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, 0.731855, -0.376878, 0.567761, -4.652981, 2.666047, -15.625984, -15.138359, 0.693027, -0.534004, 0.484307, 0.082727, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
702 , 12 , -22653257.649124 , 7726865.322538 , 11102921.547248 , -10308.836057, 0.192026 , 19.261689 , 26.600000 , 24431170.820056, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 9.293566, 2.210310, -0.910890, -0.910899, -544.030579, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, -0.228128, 0.954743, 0.190848, 3.121200, -1.336252, -4.587164, -5.762130, 0.693027, -0.534004, 0.484307, 0.218209, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
702 , 13 , -22778071.794864 , -13504888.853702 , -2973487.578758 , 37749.850302, 0.471857 , 11.317619 , 31.700000 , 23088648.927986, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 5.096472, 3.798404, -0.910890, -0.910899, 577.902893, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, 0.717499, 0.527814, 0.454541, 4.709294, -2.507352, -11.146391, -11.190388, 0.693027, -0.534004, 0.484307, -0.055845, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
702 , 14 , 8271191.487021 , -20233452.013307 , 15060800.758457 , 27492.044278, 0.618174 , 9.183734 , 24.900000 , 22315498.865353, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 11.991698, -3.515864, -0.910890, -0.910899, 385.087799, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, -0.189217, -0.792667, 0.579548, -2.604974, 1.336472, -18.122264, -18.453753, 0.693027, -0.534004, 0.484307, 0.107834, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
702 , 15 , -26266259.286749 , -2579984.124668 , 3990886.670410 , -45813.425934, 0.382417 , 12.708152 , 31.900000 , 23692838.060065, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 5.096472, -10.618260, -0.910890, -0.910899, 403.025635, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, 0.276904, 0.885479, 0.373164, -9.707369, -1.873878, -9.068815, -9.801024, 0.693027, -0.534004, 0.484307, 0.171612, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
702 , 17 , -1338336.037892 , -16066221.198371 , 21533116.332631 , 130238.646240, 1.016862 , 6.364480 , 37.100000 , 21147867.208622, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 3.297717, -12.008971, -0.910890, -0.910899, 357.679535, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, -0.396723, -0.345435, 0.850462, -11.098082, 0.716401, -25.677974, -26.890315, 0.693027, -0.534004, 0.484307, 0.030050, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
702 , 19 , -10617638.529508 , -17334686.612339 , 16866428.254960 , -1929.905326, 1.515184 , 5.550818 , 35.700000 , 20053223.007111, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 3.597509, -7.502331, -0.910890, -0.910899, 8.539992, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, -0.055134, -0.007059, 0.998454, -6.591445, 0.127342, -28.892864, -30.109133, 0.693027, -0.534004, 0.484307, -1.100883, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
702 , 24 , -16276070.163694 , -1559127.018892 , 20744077.621710 , 13505.714658, 0.700902 , 8.050106 , 39.800000 , 21846425.303414, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 2.398340, -12.088284, -0.910890, -0.910899, -443.993469, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, -0.480269, 0.594505, 0.644907, -11.177392, -0.891288, -18.606985, -20.352044, 0.693027, -0.534004, 0.484307, 0.467914, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
702 , 28 , 4671664.147274 , -19018524.686399 , 18588226.842880 , 173629.068235, 0.795983 , 7.556957 , 35.400000 , 21909318.156677, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 3.597509, -12.611142, -0.910890, -0.910899, 266.209686, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, -0.294571, -0.634542, 0.714552, -11.700250, 1.136175, -21.979571, -22.706152, 0.693027, -0.534004, 0.484307, 0.662424, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
702 , 30 , 80014.998817 , -25716469.399021 , -6076244.267355 , -125768.605743, 0.311234 , 15.706181 , 25.200000 , 23879207.641940, -2682361.321011, -4311610.624880, 3846551.491048, -806.368453, -2682357.835336, -4311609.186988, 3846539.254823, 10.492736, 63.317088, -0.910890, -0.910899, 661.137329, -121.000000, -53.000000, -12.412679, 37.000000, 19.000000, 46.720303, 0.758877, -0.574740, 0.306234, 64.227978, 2.493401, -8.310055, -7.346312, 0.693027, -0.534004, 0.484307, 0.143243, -121.000000, -53.000000, -12.323310, 37.000000, 19.000000, 46.464930, -121.000000, -53.000000, -12.267641, 37.000000, 19.000000, 46.520805, 0.692887, 0.304906, 0.693590, 0.305941
703 , 2 , -13496104.796108 , -19542090.477500 , -11187324.251271 , -179883.181712, 0.240395 , 18.583397 , 28.700000 , 24156624.799336, -2682364.354854, -4311607.631839, 3846553.512907, -810.423731, -2682361.272233, -4311602.163534, 3846544.677599, 7.195019, 3.467689, 1.956379, 1.956369, -656.864563, -121.000000, -53.000000, -12.581539, 37.000000, 19.000000, 46.790917, 0.970087, 0.047397, 0.238086, 1.511311, -3.092772, -2.745731, -1.656164, 0.754336, -0.527429, 0.390891, 0.192763, -121.000000, -53.000000, -12.592554, 37.000000, 19.000000, 46.686390, -121.000000, -53.000000, -12.515040, 37.000000, 19.000000, 46.777198, 0.689488, 0.309007, 0.690467, 0.310689
703 , 6 , -6102998.924950 , -25771585.183416 , -1466871.505572 , 3364.151448, 0.603911 , 9.693888 , 34.800000 , 22366880.019375, -2682364.354854, -4311607.631839, 3846553.512907, -810.423731, -2682361.272233, -4311602.163534, 3846544.677599, 3.897302, -6.419464, 1.956379, 1.956369, -563.398865, -121.000000, -53.000000, -12.581539, 37.000000, 19.000000, 46.790917, 0.731762, -0.376900, 0.567866, -8.375843, 2.665971, -11.912744, -11.659850, 0.754336, -0.527429, 0.390891, -0.054050, -121.000000, -53.000000, -12.592554, 37.000000, 19.000000, 46.686390, -121.000000, -53.000000, -12.515040, 37.000000, 19.000000, 46.777198, 0.689488, 0.309007, 0.690467, 0.310689
