Epoch , PRN , SvX , SvY , SvZ , Dtsv , Elevation , Atmospheric Correction , CN0, R , WlsX , WlsY , WlsZ, Wlsdtu , GTX, GTY, GTZ, Pseudorange Error Uncertainty, Pseudorange Error, DeltaDtu, Hat_DeltaDtu, Pseudorange Rate, WlsLon Degree, WlsLon Minute, WlsLon Second, WlsLat Degree, WlsLat Minute, WlsLat Second, Unit Geometry Matrix N, Unit Geometry Matrix E, Unit Geometry Vector D, Pseudorange Error plus DeltaDtu, Azimuth, Pseudorange Residuals, Smoothed Pseudorange Residuals, Heading of Smartphone N, Heading of Smartphone E, Heading of Smartphone D, Item of h, GtLon Degree, GtLon Minute, GtLon Second, GtLat Degree, GtLat Minute, GtLat Second, EkfLon Degree, EkfLon Minute, EkfLon Second, EkfLat Degree, EkfLat Minute, EkfLat Second, normGtLon, normGtLat, normEkfLon, normEkfLat
1161 , 14 , 13210026.026959 , -22836085.640312 , -2980051.474723 , 28151.062951, 0.066806 , 43.572576 , 20.000000 , 25315996.919006, -2682390.562204, -4311607.096933, 3846575.775463, -89.570878, -2682364.281655, -4311598.452724, 3846546.378350, 23.983397, 26.781767, 6.363336, 6.363291, 572.108398, -121.000000, -53.000000, -13.496913, 37.000000, 19.000000, 47.101753, 0.389656, -0.918538, 0.066757, 20.418433, 1.972000, 18.073162, 23.659347, 0.842582, -0.480262, -0.243730, 0.085123, -121.000000, -53.000000, -12.775974, 37.000000, 19.000000, 46.760964, -121.000000, -53.000000, -13.420288, 37.000000, 19.000000, 46.978901, 0.687172, 0.310388, 0.679037, 0.314424
1161 , 17 , 14323313.955713 , -13241179.821593 , 18452326.126454 , 129135.054630, 0.326655 , 15.030069 , 24.200000 , 24000882.356369, -2682390.562204, -4311607.096933, 3846575.775463, -89.570878, -2682364.281655, -4311598.452724, 3846546.378350, 11.991698, 48.216017, 6.363336, 6.363291, 500.148865, -121.000000, -53.000000, -13.496913, 37.000000, 19.000000, 47.101753, -0.516517, -0.793882, 0.320877, 41.852684, 0.993984, 13.377853, 4.431747, 0.842582, -0.480262, -0.243730, 0.143796, -121.000000, -53.000000, -12.775974, 37.000000, 19.000000, 46.760964, -121.000000, -53.000000, -13.420288, 37.000000, 19.000000, 46.978901, 0.687172, 0.310388, 0.679037, 0.314424
1161 , 19 , 5442757.873569 , -14389680.063116 , 21349728.417783 , -2830.055123, 0.698833 , 8.996714 , 21.500000 , 21773072.423185, -2682390.562204, -4311607.096933, 3846575.775463, -89.570878, -2682364.281655, -4311598.452724, 3846546.378350, 18.287340, 11.887376, 6.363336, 6.363291, 465.477356, -121.000000, -53.000000, -13.496913, 37.000000, 19.000000, 47.101753, -0.520499, -0.561439, 0.643325, 5.524040, 0.823220, 13.940631, -3.849055, 0.842582, -0.480262, -0.243730, 0.008694, -121.000000, -53.000000, -12.775974, 37.000000, 19.000000, 46.760964, -121.000000, -53.000000, -13.420288, 37.000000, 19.000000, 46.978901, 0.687172, 0.310388, 0.679037, 0.314424
1161 , 25 , -17213514.355059 , 10420841.493899 , 16929705.426154 , 37060.960448, 0.167869 , 22.878698 , 27.900000 , 24444834.811702, -2682390.562204, -4311607.096933, 3846575.775463, -89.570878, -2682364.281655, -4311598.452724, 3846546.378350, 8.094396, -27.821039, 6.363336, 6.363291, -628.490356, -121.000000, -53.000000, -13.496913, 37.000000, 19.000000, 47.101753, -0.544646, 0.821854, 0.167082, -34.184367, -0.985542, -14.479539, -26.685295, 0.842582, -0.480262, -0.243730, 0.480147, -121.000000, -53.000000, -12.775974, 37.000000, 19.000000, 46.760964, -121.000000, -53.000000, -13.420288, 37.000000, 19.000000, 46.978901, 0.687172, 0.310388, 0.679037, 0.314424
1161 , 28 , 11651486.856451 , -23967527.249738 , 1614861.287679 , 174696.875626, 0.243789 , 19.278294 , 27.200000 , 24254625.483915, -2682390.562204, -4311607.096933, 3846575.775463, -89.570878, -2682364.281655, -4311598.452724, 3846546.378350, 8.094396, 5.988473, 6.363336, 6.363291, 460.752075, -121.000000, -53.000000, -13.496913, 37.000000, 19.000000, 47.101753, 0.298969, -0.923229, 0.241382, -0.374852, 1.883969, 19.854269, 20.431572, 0.842582, -0.480262, -0.243730, 0.575991, -121.000000, -53.000000, -12.775974, 37.000000, 19.000000, 46.760964, -121.000000, -53.000000, -13.420288, 37.000000, 19.000000, 46.978901, 0.687172, 0.310388, 0.679037, 0.314424
1162 , 2 , -12469811.768081 , -22330764.504403 , 7717012.254041 , -179289.007790, 1.102802 , 6.881299 , 33.500000 , 21046984.428631, -2682393.161423, -4311597.648939, 3846594.863018, -87.269811, -2682368.014815, -4311590.814699, 3846552.247155, 4.197094, -1.539394, 24.077091, 24.076958, -249.666550, -121.000000, -53.000000, -13.789290, 37.000000, 19.000000, 47.724858, 0.447367, -0.057897, 0.892475, -25.616480, 3.012890, 14.447449, -1.006403, 0.848905, -0.513873, -0.123670, 0.152358, -121.000000, -53.000000, -13.068624, 37.000000, 19.000000, 47.001114, -121.000000, -53.000000, -13.674817, 37.000000, 19.000000, 47.335493, 0.683477, 0.314835, 0.675823, 0.321028
1162 , 6 , -1943453.995868 , -20773655.489943 , 16461619.950340 , 2794.144619, 1.095639 , 6.795808 , 38.200000 , 20750058.276807, -2682393.161423, -4311597.648939, 3846594.863018, -87.269811, -2682368.014815, -4311590.814699, 3846552.247155, 2.698132, -6.682235, 24.077091, 24.076958, 111.607643, -121.000000, -53.000000, -13.789290, 37.000000, 19.000000, 47.724858, -0.086323, -0.449261, 0.889221, -30.759318, 1.380965, 14.753672, -1.499718, 0.848905, -0.513873, -0.123670, 0.259929, -121.000000, -53.000000, -13.068624, 37.000000, 19.000000, 47.001114, -121.000000, -53.000000, -13.674817, 37.000000, 19.000000, 47.335493, 0.683477, 0.314835, 0.675823, 0.321028
1162 , 12 , -14513635.142098 , -3908567.273298 , 21633230.955006 , -9396.886347, 0.810561 , 8.120291 , 38.600000 , 21375299.142164, -2682393.161423, -4311597.648939, 3846594.863018, -87.269811, -2682368.014815, -4311590.814699, 3846552.247155, 2.698132, -24.782158, 24.077091, 24.076958, -424.118652, -121.000000, -53.000000, -13.789290, 37.000000, 19.000000, 47.724858, -0.494279, 0.480141, 0.724674, -48.859277, -0.770890, -4.975722, -24.978936, 0.848905, -0.513873, -0.123670, -0.885017, -121.000000, -53.000000, -13.068624, 37.000000, 19.000000, 47.001114, -121.000000, -53.000000, -13.674817, 37.000000, 19.000000, 47.335493, 0.683477, 0.314835, 0.675823, 0.321028
1162 , 25 , -17212839.533438 , 10418725.777156 , 16931689.777028 , 37060.961627, 0.167973 , 22.839965 , 27.400000 , 24444212.467137, -2682393.161423, -4311597.648939, 3846594.863018, -87.269811, -2682368.014815, -4311590.814699, 3846552.247155, 8.094396, -11.670107, 24.077091, 24.076958, -628.060791, -121.000000, -53.000000, -13.789290, 37.000000, 19.000000, 47.724858, -0.544687, 0.821806, 0.167184, -35.747164, -0.985481, -16.198419, -26.898139, 0.848905, -0.513873, -0.123670, 1.094645, -121.000000, -53.000000, -13.068624, 37.000000, 19.000000, 47.001114, -121.000000, -53.000000, -13.674817, 37.000000, 19.000000, 47.335493, 0.683477, 0.314835, 0.675823, 0.321028
1162 , 28 , 11651749.411686 , -23967541.820020 , 1611680.394956 , 174696.874312, 0.243697 , 19.261697 , 21.700000 , 24255114.177263, -2682393.161423, -4311597.648939, 3846594.863018, -87.269811, -2682368.014815, -4311590.814699, 3846552.247155, 18.287340, 44.673894, 24.077091, 24.076958, 446.181549, -121.000000, -53.000000, -13.789290, 37.000000, 19.000000, 47.724858, 0.299064, -0.923222, 0.241292, 20.596814, 1.884065, 19.286194, 20.842634, 0.848905, -0.513873, -0.123670, 0.378085, -121.000000, -53.000000, -13.068624, 37.000000, 19.000000, 47.001114, -121.000000, -53.000000, -13.674817, 37.000000, 19.000000, 47.335493, 0.683477, 0.314835, 0.675823, 0.321028
1163 , 2 , -12469034.145188 , -22330257.856542 , 7719992.659437 , -179289.008198, 1.102950 , 6.878566 , 33.200000 , 21046740.369885, -2682445.910308, -4311558.509187, 3846558.747161, -97.914637, -2682372.112050, -4311582.629432, 3846558.440057, 4.197094, -1.052612, 12.787554, 12.787485, -249.608292, -121.000000, -53.000000, -16.448447, 37.000000, 19.000000, 46.898930, 0.447228, -0.057933, 0.892542, -13.840163, 3.012773, 14.582492, -0.501938, 0.886155, -0.462332, -0.031270, 0.146904, -121.000000, -53.000000, -13.385574, 37.000000, 19.000000, 47.254980, -121.000000, -53.000000, -13.963255, 37.000000, 19.000000, 47.715993, 0.679475, 0.319537, 0.672181, 0.328074
1163 , 12 , -14512394.277737 , -3911083.390541 , 21633618.472288 , -9396.888712, 0.810683 , 8.116700 , 38.400000 , 21374876.410639, -2682445.910308, -4311558.509187, 3846558.747161, -97.914637, -2682372.112050, -4311582.629432, 3846558.440057, 2.698132, -28.781827, 12.787554, 12.787485, -424.306335, -121.000000, -53.000000, -16.448447, 37.000000, 19.000000, 46.898930, -0.494262, 0.480032, 0.724758, -41.569394, -0.770795, -7.840568, -24.611269, 0.886155, -0.462332, -0.031270, -0.558324, -121.000000, -53.000000, -13.385574, 37.000000, 19.000000, 47.254980, -121.000000, -53.000000, -13.963255, 37.000000, 19.000000, 47.715993, 0.679475, 0.319537, 0.672181, 0.328074
1163 , 25 , -17212164.734637 , 10416609.788841 , 16933673.756877 , 37060.962806, 0.168082 , 22.819823 , 24.600000 , 24443555.309387, -2682445.910308, -4311558.509187, 3846558.747161, -97.914637, -2682372.112050, -4311582.629432, 3846558.440057, 11.991698, -45.688570, 12.787554, 12.787485, -628.007141, -121.000000, -53.000000, -16.448447, 37.000000, 19.000000, 46.898930, -0.544725, 0.821759, 0.167292, -58.476101, -0.985422, -18.041129, -26.666052, 0.886155, -0.462332, -0.031270, 0.905211, -121.000000, -53.000000, -13.385574, 37.000000, 19.000000, 47.254980, -121.000000, -53.000000, -13.963255, 37.000000, 19.000000, 47.715993, 0.679475, 0.319537, 0.672181, 0.328074
1163 , 28 , 11652011.782442 , -23967556.054098 , 1608499.468776 , 174696.872998, 0.243599 , 19.258297 , 22.600000 , 24255611.822572, -2682445.910308, -4311558.509187, 3846558.747161, -97.914637, -2682372.112050, -4311582.629432, 3846558.440057, 15.889000, 75.523009, 12.787554, 12.787485, 445.915161, -121.000000, -53.000000, -16.448447, 37.000000, 19.000000, 46.898930, 0.299149, -0.923219, 0.241196, 62.735468, 1.884149, 19.381771, 20.685315, 0.886155, -0.462332, -0.031270, 0.506209, -121.000000, -53.000000, -13.385574, 37.000000, 19.000000, 47.254980, -121.000000, -53.000000, -13.963255, 37.000000, 19.000000, 47.715993, 0.679475, 0.319537, 0.672181, 0.328074
1164 , 2 , -12468256.254068 , -22329750.973957 , 7722972.903478 , -179289.008605, 1.103094 , 6.887574 , 36.600000 , 21046489.278702, -2682426.378632, -4311537.372467, 3846549.821420, -129.007908, -2682376.362723, -4311574.113127, 3846564.911709, 3.297717, -1.267272, -12.341803, -12.341835, -248.135162, -121.000000, -53.000000, -16.228352, 37.000000, 19.000000, 47.224674, 0.447097, -0.057951, 0.892606, 11.074533, 3.012695, 15.488128, -0.097331, 0.831934, -0.538331, 0.134486, 0.131819, -121.000000, -53.000000, -13.714920, 37.000000, 19.000000, 47.519970, -121.000000, -53.000000, -14.204006, 37.000000, 19.000000, 48.084480, 0.675317, 0.324444, 0.669141, 0.334898
1164 , 12 , -14511153.541135 , -3913599.624233 , 21634005.517844 , -9396.891076, 0.810801 , 8.127542 , 39.700000 , 21374451.428036, -2682426.378632, -4311537.372467, 3846549.821420, -129.007908, -2682376.362723, -4311574.113127, 3846564.911709, 2.398340, -28.160383, -12.341803, -12.341835, -423.292328, -121.000000, -53.000000, -16.228352, 37.000000, 19.000000, 47.224674, -0.494242, 0.479930, 0.724839, -15.818586, -0.770708, -8.687913, -24.434055, 0.831934, -0.538331, 0.134486, -0.477638, -121.000000, -53.000000, -13.714920, 37.000000, 19.000000, 47.519970, -121.000000, -53.000000, -14.204006, 37.000000, 19.000000, 48.084480, 0.675317, 0.324444, 0.669141, 0.334898
1164 , 14 , 13210330.515357 , -22834684.145073 , -2989468.609576 , 28151.059749, 0.066525 , 43.704995 , 18.100000 , 25317723.862355, -2682426.378632, -4311537.372467, 3846549.821420, -129.007908, -2682376.362723, -4311574.113127, 3846564.911709, 31.778001, 39.111335, -12.341803, -12.341835, 572.136963, -121.000000, -53.000000, -16.228352, 37.000000, 19.000000, 47.224674, 0.389884, -0.918461, 0.066476, 51.453141, 1.972241, 18.366046, 23.565491, 0.831934, -0.538331, 0.134486, 0.191734, -121.000000, -53.000000, -13.714920, 37.000000, 19.000000, 47.519970, -121.000000, -53.000000, -14.204006, 37.000000, 19.000000, 48.084480, 0.675317, 0.324444, 0.669141, 0.334898
1164 , 25 , -17211489.958678 , 10414493.529469 , 16935657.365395 , 37060.963985, 0.168185 , 22.858534 , 22.100000 , 24442915.078348, -2682426.378632, -4311537.372467, 3846549.821420, -129.007908, -2682376.362723, -4311574.113127, 3846564.911709, 18.287340, -55.790301, -12.341803, -12.341835, -625.761719, -121.000000, -53.000000, -16.228352, 37.000000, 19.000000, 47.224674, -0.544767, 0.821710, 0.167393, -43.448485, -0.985359, -18.059976, -26.506644, 0.831934, -0.538331, 0.134486, 0.847280, -121.000000, -53.000000, -13.714920, 37.000000, 19.000000, 47.519970, -121.000000, -53.000000, -14.204006, 37.000000, 19.000000, 48.084480, 0.675317, 0.324444, 0.669141, 0.334898
1164 , 28 , 11652273.969358 , -23967569.951694 , 1605318.508192 , 174696.871683, 0.243510 , 19.297185 , 21.500000 , 24256043.052353, -2682426.378632, -4311537.372467, 3846549.821420, -129.007908, -2682376.362723, -4311574.113127, 3846564.911709, 18.287340, 46.106621, -12.341803, -12.341835, 458.788513, -121.000000, -53.000000, -16.228352, 37.000000, 19.000000, 47.224674, 0.299245, -0.923211, 0.241110, 58.448429, 1.884246, 18.217218, 20.476888, 0.831934, -0.538331, 0.134486, 0.306806, -121.000000, -53.000000, -13.714920, 37.000000, 19.000000, 47.519970, -121.000000, -53.000000, -14.204006, 37.000000, 19.000000, 48.084480, 0.675317, 0.324444, 0.669141, 0.334898
1165 , 2 , -12467478.094250 , -22329243.856993 , 7725952.985972 , -179289.009012, 1.103236 , 6.891458 , 35.900000 , 21046244.155494, -2682484.690697, -4311552.183086, 3846584.348160, -78.550537, -2682380.695736, -4311565.329346, 3846571.591115, 3.597509, -11.405688, 28.440093, 28.439709, -248.240921, -121.000000, -53.000000, -17.921718, 37.000000, 19.000000, 47.261939, 0.446965, -0.057981, 0.892670, -39.845765, 3.012593, 17.382693, -1.354621, 0.916103, -0.341636, 0.209859, 0.483497, -121.000000, -53.000000, -14.052846, 37.000000, 19.000000, 47.793930, -121.000000, -53.000000, -14.463472, 37.000000, 19.000000, 48.404678, 0.671050, 0.329517, 0.665865, 0.340827
1165 , 6 , -1939364.759578 , -20768937.025753 , 16468095.698118 , 2794.147553, 1.095483 , 6.807873 , 19.500000 , 20750460.207672, -2682484.690697, -4311552.183086, 3846584.348160, -78.550537, -2682380.695736, -4311565.329346, 3846571.591115, 23.983397, 40.908125, 28.440093, 28.439709, 113.633873, -121.000000, -53.000000, -17.921718, 37.000000, 19.000000, 47.261939, -0.086758, -0.449318, 0.889149, 12.468043, 1.380055, 11.256580, -1.158498, 0.916103, -0.341636, 0.209859, 0.306338, -121.000000, -53.000000, -14.052846, 37.000000, 19.000000, 47.793930, -121.000000, -53.000000, -14.463472, 37.000000, 19.000000, 48.404678, 0.671050, 0.329517, 0.665865, 0.340827
1165 , 12 , -14509912.932260 , -3916115.974609 , 21634392.091660 , -9396.893440, 0.810921 , 8.132100 , 39.600000 , 21374029.429421, -2682484.690697, -4311552.183086, 3846584.348160, -78.550537, -2682380.695736, -4311565.329346, 3846571.591115, 2.398340, -40.009726, 28.440093, 28.439709, -423.298523, -121.000000, -53.000000, -17.921718, 37.000000, 19.000000, 47.261939, -0.494222, 0.479825, 0.724922, -68.449877, -0.770618, -7.350080, -25.881706, 0.916103, -0.341636, 0.209859, -1.685665, -121.000000, -53.000000, -14.052846, 37.000000, 19.000000, 47.793930, -121.000000, -53.000000, -14.463472, 37.000000, 19.000000, 48.404678, 0.671050, 0.329517, 0.665865, 0.340827
1165 , 19 , 5453857.880311 , -14389657.277060 , 21346906.508223 , -2830.052845, 0.698364 , 9.008784 , 19.000000 , 21774975.456680, -2682484.690697, -4311552.183086, 3846584.348160, -78.550537, -2682380.695736, -4311565.329346, 3846571.591115, 27.580906, 58.431375, 28.440093, 28.439709, 453.488861, -121.000000, -53.000000, -17.921718, 37.000000, 19.000000, 47.261939, -0.520520, -0.561831, 0.642965, 29.991297, 0.823548, 1.915596, -2.841417, 0.916103, -0.341636, 0.209859, 0.421567, -121.000000, -53.000000, -14.052846, 37.000000, 19.000000, 47.793930, -121.000000, -53.000000, -14.463472, 37.000000, 19.000000, 48.404678, 0.671050, 0.329517, 0.665865, 0.340827
1165 , 25 , -17210815.205864 , 10412376.998838 , 16937640.602429 , 37060.965164, 0.168290 , 22.871876 , 30.200000 , 24442308.107424, -2682484.690697, -4311552.183086, 3846584.348160, -78.550537, -2682380.695736, -4311565.329346, 3846571.591115, 5.696057, -47.924086, 28.440093, 28.439709, -628.066772, -121.000000, -53.000000, -17.921718, 37.000000, 19.000000, 47.261939, -0.544806, 0.821663, 0.167497, -76.364128, -0.985300, -16.991620, -28.095505, 0.916103, -0.341636, 0.209859, 1.474263, -121.000000, -53.000000, -14.052846, 37.000000, 19.000000, 47.793930, -121.000000, -53.000000, -14.463472, 37.000000, 19.000000, 48.404678, 0.671050, 0.329517, 0.665865, 0.340827
1166 , 2 , -12466699.666191 , -22328736.505270 , 7728932.907377 , -179289.009419, 1.103379 , 6.876687 , 32.800000 , 21045998.229575, -2682441.331338, -4311540.533705, 3846578.546381, -111.122406, -2682385.011812, -4311556.554724, 3846578.304999, 4.796679, -12.183021, -3.564908, -3.564925, -248.651810, -121.000000, -53.000000, -16.676237, 37.000000, 19.000000, 47.757399, 0.446835, -0.057993, 0.892735, -8.618114, 3.012529, 20.009708, -1.869979, 0.496059, -0.865169, 0.073536, 0.339159, -121.000000, -53.000000, -14.389992, 37.000000, 19.000000, 48.068802, -121.000000, -53.000000, -14.619513, 37.000000, 19.000000, 48.738808, 0.666793, 0.334607, 0.663895, 0.347015
1166 , 12 , -14508672.451207 , -3918632.441258 , 21634778.193753 , -9396.895804, 0.811036 , 8.113735 , 37.700000 , 21373610.222840, -2682441.331338, -4311540.533705, 3846578.546381, -111.122406, -2682385.011812, -4311556.554724, 3846578.304999, 2.997925, -38.828083, -3.564908, -3.564925, -423.773132, -121.000000, -53.000000, -16.676237, 37.000000, 19.000000, 47.757399, -0.494203, 0.479725, 0.725001, -35.263170, -0.770534, -4.430106, -26.305110, 0.496059, -0.865169, 0.073536, -0.855130, -121.000000, -53.000000, -14.389992, 37.000000, 19.000000, 48.068802, -121.000000, -53.000000, -14.619513, 37.000000, 19.000000, 48.738808, 0.666793, 0.334607, 0.663895, 0.347015
1166 , 14 , 13210532.793388 , -22833748.063449 , -2995746.381678 , 28151.057615, 0.066340 , 43.668983 , 19.600000 , 25318822.022007, -2682441.331338, -4311540.533705, 3846578.546381, -111.122406, -2682385.011812, -4311556.554724, 3846578.304999, 23.983397, -30.352692, -3.564908, -3.564925, 573.754456, -121.000000, -53.000000, -16.676237, 37.000000, 19.000000, 47.757399, 0.390042, -0.918408, 0.066291, -26.787784, 1.972407, 14.022223, 25.071325, 0.496059, -0.865169, 0.073536, 0.133374, -121.000000, -53.000000, -14.389992, 37.000000, 19.000000, 48.068802, -121.000000, -53.000000, -14.619513, 37.000000, 19.000000, 48.738808, 0.666793, 0.334607, 0.663895, 0.347015
